2 3 7
1 5 8
1 4 13
3 6 14
2 6 19
4 5 20
1 8 9
2 7 11
7 10 15
9 12 16
8 12 21
10 11 22
3 14 15
4 13 17
9 13 16
10 15 18
14 18 23
16 17 24
5 20 21
6 19 23
11 19 22
12 21 24
17 20 24
18 22 23
